COUNTY_ID,DIST_ID,COUNTY_NAME,DISTRICT_NAME,2010_11_TOTAL,2011_12_TOTAL,2012_13_TOTAL,2013_14_TOTAL,2014_15_TOTAL,2015_16_TOTAL,DIFFERENCE
19,1970,HUNTERDON,HAMPTON BORO,130,116,108,82,123,122,-8
80,7100,CHARTERS,Lady Liberty Academy CS,456,406,445,457,444,448,-8
5,1030,BURLINGTON,DELANCO TWP,402,397,386,390,387,395,-7
9,5060,CAPE MAY,STONE HARBOR BORO,74,79,78,73,68,68,-6
13,4530,ESSEX,ROSELAND BORO,447,485,455,461,438,441,-6
29,5220,OCEAN,TUCKERTON BORO,322,345,341,330,331,316,-6
23,1140,MIDDLESEX,DUNELLEN BORO,1118,1159,1142,1136,1145.5,1113,-5
25,1440,MONMOUTH,FAIR HAVEN BORO,1017,919,1041,1016,1006,1012,-5
80,7290,CHARTERS,New Horizons Comm. CS,441,457,446,458,479,436,-5
29,2760,OCEAN,LONG BEACH ISLAND,237,238,247,232,232,233,-4
5,1280,BURLINGTON,EDGEWATER PARK TWP,858,858,878,868,863,855,-3
9,5790,CAPE MAY,WILDWOOD CITY,860,793.5,851.5,877,870,857,-3
27,2010,MORRIS,HARDING TOWNSHIP,306,332,317,321,306,303,-3
39,5730,UNION,WESTFIELD TOWN,6268,6280,6310.5,6223,6253,6265,-3
80,7727,CHARTERS,Ridge and Valley CS,111,124,119,121,125,108,-3
3,4610,BERGEN,SADDLE BROOK TWP,1713,1688.5,1675,1651.5,1668,1710.5,-2.5
25,4990,MONMOUTH,SPRING LAKE HEIGHTS BORO,348,357,366,350,345,346,-2
3,80,BERGEN,ALPINE BORO,154,144,145,163,155,153,-1
3,930,BERGEN,CLOSTER BORO,1120,1110,1120,1118,1111,1119,-1
7,190,CAMDEN,BARRINGTON BORO,619,617,626,612,611,618,-1
35,4850,SOMERSET,SOUTH BOUND BROOK,451,462,445,456,465,450,-1
80,6810,CHARTERS,International Charter School,90,90,89,90,90,89,-1
13,1750,ESSEX,GLEN RIDGE BORO,1897,1669,1967,1933,1850,1897,0
80,6420,CHARTERS,Elysian CS of Hoboken,289,286,288,288,290,289,0
80,7890,CHARTERS,Teaneck Community CS,306,306,305,306,306,306,0
80,6230,CHARTERS,Classical Academy Charter School,,,118,115,8,118,0
80,6060,CHARTERS,Atlantic City Community Charter School,,,,,150,150,0
19,1376,HUNTERDON,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,,,,,942,942.5,0.5
7,330,CAMDEN,BERLIN BORO,850,859,890,861,847,851,1
7,1720,CAMDEN,GIBBSBORO BORO,251,246,266,261,270,252,1
33,2950,SALEM,MANNINGTON TWP,184,164,183,175,182,185,1
37,2030,SUSSEX,HARDYSTON TWP,735,684,758,744,743,736,1
80,8140,CHARTERS,Village CS,358,358,357,360,359,359,1
1,1540,ATLANTIC,FOLSOM BORO,398,417,419,433,419,401,3
11,995,CUMBERLAND,CUMBERLAND CO VOCATIONAL,269,282,371,365.5,347.5,272,3
23,2370,MIDDLESEX,JAMESBURG BORO,659,660,664,667,673,662,3
27,3520,MORRIS,NETCONG BORO,286,281,315,303,296,289,3
29,2350,OCEAN,ISLAND HEIGHTS BORO,115,109,120,108,119,118,3
33,4280,SALEM,QUINTON TWP,345,366,379,340,359,348,3
80,7540,CHARTERS,Princeton CS,344,343,339,343,348,347,3
25,4570,MONMOUTH,RUMSON BORO,967,982,983,964,974,971,4
80,6094,CHARTERS,Phillip's Academy Charter School,,,,371,372,375,4
3,1070,BERGEN,DEMAREST BORO,662,651,668,685,678,667,5
5,3920,BURLINGTON,PALMYRA BORO,931,955,965,963,937,936,5
25,270,MONMOUTH,BELMAR BORO,551,559,568,561,533,556,5
25,500,MONMOUTH,BRADLEY BEACH BORO,290,272,285,295,283,295,5
41,5450,WARREN,WARREN CO SPECIAL SERVICE,24,26,33,38,33,29,5
15,5870,GLOUCESTER,WOODBURY HEIGHTS BORO,218,216,221,209,220,224,6
80,8060,CHARTERS,University Academy CS,430,420,419,423,423,436,6
5,5890,BURLINGTON,WOODLAND TWP,144,151,160,145,152,151,7
1,4240,ATLANTIC,PORT REPUBLIC CITY,115,120,113,126,130,123,8
3,3960,BERGEN,PASCACK VALLEY REGIONAL,2052.5,2053.5,2037,2057,2027.5,2061,8.5
5,3070,BURLINGTON,MEDFORD LAKES BORO,531,535,536,527,536,540,9
29,4710,OCEAN,SEASIDE HEIGHTS BORO,211,230,230,202,220,221,10
39,4670,UNION,SCOTCH PLAINS-FANWOOD REG,5470,5472,5478,5457.5,5457,5480,10
1,125,ATLANTIC,ATLANTIC CO SPECIAL SERV,364.5,410,417,411,411,375,10.5
3,5755,BERGEN,WESTWOOD REGIONAL,2731.5,2716,2667.5,2687,2720.5,2742.5,11
5,4450,BURLINGTON,RIVERSIDE TWP,1384,1370,1417,1446,1387,1395,11
31,5440,PASSAIC,WANAQUE BORO,932,928,948,915,954,943,11
